source,target,value
G49,G31,0.205594997
G5,G31,0.020953593
G50,G31,0.031526922
G51,G31,0.072294514
G52,G31,0.01685429
G53,G31,0.03784628
G54,G31,0.022663964
G55,G31,0.024563736
G56,G31,0.020909192
G57,G31,0.025946431
G58,G31,0.021564256
G59,G31,0.024879053
G6,G31,0.00624875
G60,G31,0.026506106
G61,G31,0.019773889
G62,G31,0.023691462
G63,G31,0.125439871
G64,G31,0.016627421
G65,G31,0.020573275
G66,G31,0.013885077
G67,G31,0.022507445
G68,G31,0.027734449
G69,G31,0.02603502
G7,G31,0.045355938
G70,G31,0.039548165
G71,G31,0.06157233
G72,G31,0.063351273
G73,G31,0.034644173
G74,G31,0.029282589
G75,G31,0.020420847
G76,G31,0.019506189
G77,G31,0.046458931
G78,G31,0.025201611
G79,G31,0.02050129
G8,G31,0.026686659
G80,G31,0.029055085
G81,G31,0.033121484
G82,G31,0.047439033
G83,G31,0.010823471
G84,G31,0.045809891
G85,G31,0.034215812
G86,G31,0.014352739
G87,G31,0.01491299
G88,G31,0.035245056
G89,G31,0.021643888
G9,G31,0.038771531
G90,G31,0.027277317
G91,G31,0.022272886
G92,G31,0.027820057
G93,G31,0.020466259
G94,G31,0.046370402
G95,G31,0.019417264
G96,G31,0.010276934
G97,G31,0.031229811
G98,G31,0.051570369
G99,G31,0.033105448
G1,G32,0.014293949
G10,G32,0.036089107
G100,G32,0.025504837
G11,G32,0.035063831
G12,G32,0.045180803
G13,G32,0.035218004
G14,G32,0.017390972
G15,G32,0.065036831
G16,G32,0.040945273
G17,G32,0.025954562
G18,G32,0.030233474
G19,G32,0.041662139
G2,G32,0.054592482
G20,G32,0.028326701
G21,G32,0.062803147
G22,G32,0.037797194
G23,G32,0.044932875
G24,G32,0.021846278
G25,G32,0.026224929
G26,G32,0.042086473
G27,G32,0.033992117
G28,G32,0.028868026
G29,G32,0.039731461
G3,G32,0.025477322
G30,G32,0.026797005
G31,G32,0.022384283
G33,G32,0.019031343
G34,G32,0.020114829
G35,G32,0.011346097
G36,G32,0.028889325
G37,G32,0.032633468
G38,G32,0.127648367
G39,G32,0.044167465
G4,G32,0.057705354
G40,G32,0.022167259
G41,G32,0.014646245
G42,G32,0.051312418
G43,G32,0.025390698
G44,G32,0.057026141
G45,G32,0.03322853
G46,G32,0.024652894
G47,G32,0.021448935
G48,G32,0.036451996
G49,G32,0.027692318
G5,G32,0.02208759
G50,G32,0.047383581
G51,G32,0.515401714
G52,G32,0.027341835
G53,G32,0.042349531
G54,G32,0.014682643
G55,G32,0.035920773
G56,G32,0.020814296
G57,G32,0.041277996
G58,G32,0.029082516
G59,G32,0.044701218
G6,G32,0.047878158
G60,G32,0.017614438
G61,G32,0.014660167
G62,G32,0.019237866
G63,G32,0.049291429
G64,G32,0.017454176
G65,G32,0.051119408
G66,G32,0.026802843
G67,G32,0.024943595
G68,G32,0.027804886
G69,G32,0.028603167
G7,G32,0.041481753
G70,G32,0.098958548
G71,G32,0.137280399
G72,G32,0.016989917
G73,G32,0.014758636
G74,G32,0.035578888
G75,G32,0.026975906
G76,G32,0.056381264
G77,G32,0.043800708
G78,G32,0.023741919
G79,G32,0.033020171
G8,G32,0.034212439
G80,G32,0.027896332
G81,G32,0.030580975
G82,G32,0.101202694
G83,G32,0.022091122
G84,G32,0.022846012
G85,G32,0.060281429
G86,G32,0.015510615
G87,G32,0.033060966
G88,G32,0.06018234
G89,G32,0.03185697
G9,G32,0.050862347
G90,G32,0.038585445
G91,G32,0.036593209
G92,G32,0.032876456
G93,G32,0.031841486
G94,G32,0.046943512
G95,G32,0.049893982
G96,G32,0.021381285
G97,G32,0.018043375
G98,G32,0.031085989
G99,G32,0.046316639
G1,G33,0.038170966
G10,G33,0.073118027
G100,G33,0.025659289
G11,G33,0.064839177
G12,G33,0.045142117
G13,G33,0.040136729
G14,G33,0.019534557
G15,G33,0.056462787
G16,G33,0.023651138
G17,G33,0.035278804
G18,G33,0.026310082
G19,G33,0.019863233
G2,G33,0.025194583
G20,G33,0.052015414
G21,G33,0.045366895
G22,G33,0.036911294
G23,G33,0.013131756
G24,G33,0.025751471
G25,G33,0.035753986
G26,G33,0.053809726
G27,G33,0.023869806
G28,G33,0.027390713
G29,G33,0.031755535
G3,G33,0.030206066
G30,G33,0.029391233
G31,G33,0.04711345
G32,G33,0.032123259
G34,G33,0.034246195
G35,G33,0.026015122
G36,G33,0.054956377
G37,G33,0.032467595
G38,G33,0.033940808
G39,G33,0.046608078
G4,G33,0.023210519
G40,G33,0.038298728
G41,G33,0.023786462
G42,G33,0.025897964
G43,G33,0.014423449
G44,G33,0.029924914
G45,G33,0.051816983
G46,G33,0.050078774
G47,G33,0.030058771
G48,G33,0.036569664
G49,G33,0.030012516
G5,G33,0.021855582
G50,G33,0.029243909
G51,G33,0.071639992
G52,G33,0.035582514
G53,G33,0.046104088
G54,G33,0.025739832
G55,G33,0.068690747
G56,G33,0.06082267
G57,G33,0.03246907
G58,G33,0.062469647
G59,G33,0.028661206
G6,G33,0.022285276
G60,G33,0.034140382
G61,G33,0.019619851
G62,G33,0.03375311
G63,G33,0.055959617
G64,G33,0.021878389
G65,G33,0.04473636
G66,G33,0.023255877
G67,G33,0.034530559
G68,G33,0.021005059
G69,G33,0.033863129
G7,G33,0.046549354
G70,G33,0.029897217
G71,G33,0.063849781
G72,G33,0.037385761
G73,G33,0.021230115
G74,G33,0.097976322
G75,G33,0.05498294
G76,G33,0.030783903
G77,G33,0.017340734
G78,G33,0.139042072
G79,G33,0.048667459
G8,G33,0.041028629
G80,G33,0.04933354
G81,G33,0.028275907
G82,G33,0.052719773
G83,G33,0.026307436
G84,G33,0.044805089
G85,G33,0.047859058
G86,G33,0.228583575
G87,G33,0.039461753
G88,G33,0.037629312
G89,G33,0.050950855
G9,G33,0.046024744
G90,G33,0.089211559
G91,G33,0.040605738
G92,G33,0.024968961
G93,G33,0.027771234
G94,G33,0.089385667
G95,G33,0.027807375
G96,G33,0.020899192
G97,G33,0.026718876
G98,G33,0.031393062
G99,G33,0.035630267
G1,G34,0.021403458
G10,G34,0.029215668
G100,G34,0.051730485
G11,G34,0.032659665
G12,G34,0.021667307
G13,G34,0.014972311
G14,G34,0.064161975
G15,G34,0.043359931
G16,G34,0.022974824
G17,G34,0.060105058
G18,G34,0.023715015
G19,G34,0.029464411
G2,G34,0.012859443
G20,G34,0.055704102
G21,G34,0.083641251
G22,G34,0.02515351
G23,G34,0.06833082
G24,G34,0.025348115
G25,G34,0.024692782
G26,G34,0.038004234
G27,G34,0.02438795
G28,G34,0.042475743
G29,G34,0.049632502
G3,G34,0.033952281
G30,G34,0.023903525
G31,G34,0.03516772
G32,G34,0.023596457
G33,G34,0.034395648
G35,G34,0.015963865
G36,G34,0.025703034
G37,G34,0.024717193
G38,G34,0.02688271
G39,G34,0.038514995
G4,G34,0.026792559
G40,G34,0.118193178
G41,G34,0.031593913
G42,G34,0.03412974
G43,G34,0.030814296
G44,G34,0.031537859
G45,G34,0.047612375
G46,G34,0.015372265
G47,G34,0.02254306
G48,G34,0.031138126
G49,G34,0.023039324
G5,G34,0.028519848
G50,G34,0.023039863
G51,G34,0.03906021
G52,G34,0.018999349
G53,G34,0.046356207
G54,G34,0.022917707
G55,G34,0.038611306
G56,G34,0.029086062
G57,G34,0.019222292
G58,G34,0.061624886
G59,G34,0.050251201
G6,G34,0.013988513
G60,G34,0.0278271
G61,G34,0.031335443
G62,G34,0.025480091
G63,G34,0.054270422
G64,G34,0.024368419
G65,G34,0.028453102
G66,G34,0.027048254
G67,G34,0.02502251
G68,G34,0.026756221
G69,G34,0.027411334
G7,G34,0.036946416
G70,G34,0.031282097
G71,G34,0.031610929
G72,G34,0.035616262
G73,G34,0.026513119
G74,G34,0.029844201
G75,G34,0.026532136
G76,G34,0.016978627
G77,G34,0.090784779
G78,G34,0.025540051
G79,G34,0.025248758
G8,G34,0.072003374
G80,G34,0.026770889
G81,G34,0.695986012
G82,G34,0.061872477
G83,G34,0.021314993
G84,G34,0.028229481
G85,G34,0.038798763
G86,G34,0.02348478
G87,G34,0.020215687
G88,G34,0.040798106
G89,G34,0.037180514
G9,G34,0.035924001
G90,G34,0.039310981
G91,G34,0.028780131
G92,G34,0.02452338
G93,G34,0.024702274
G94,G34,0.026478128
G95,G34,0.052414322
G96,G34,0.032241897
G97,G34,0.024013689
G98,G34,0.035855939
G99,G34,0.035627609
G1,G35,0.027462517
G10,G35,0.024500921
G100,G35,0.04766128
G11,G35,0.107047221
G12,G35,0.038521081
G13,G35,0.012173253
G14,G35,0.03262751
G15,G35,0.048535618
G16,G35,0.028298323
G17,G35,0.028016323
G18,G35,0.05241552
G19,G35,0.01474991
G2,G35,0.027540176
G20,G35,0.036811695
G21,G35,0.03347876
G22,G35,0.049172056
G23,G35,0.039384487
G24,G35,0.105665179
G25,G35,0.015537249
G26,G35,0.039183344
G27,G35,0.017757651
G28,G35,0.022006255
G29,G35,0.044842829
G3,G35,0.024112933
G30,G35,0.017977496
G31,G35,0.038960314
G32,G35,0.028718225
G33,G35,0.02394131
G34,G35,0.018965792
G36,G35,0.019452067
G37,G35,0.045112337
G38,G35,0.036149437
G39,G35,0.046704342
G4,G35,0.043537622
G40,G35,0.037025551
G41,G35,0.054160125
G42,G35,0.032300406
G43,G35,0.228889385
G44,G35,0.022531071
G45,G35,0.031481969
G46,G35,0.031775083
G47,G35,0.073085303
G48,G35,0.129937972
G49,G35,0.022110156
G5,G35,0.028045006
G50,G35,0.028205933
G51,G35,0.070474002
G52,G35,0.036028246
G53,G35,0.026584116
G54,G35,0.020749352
G55,G35,0.043497251
G56,G35,0.056584107
G57,G35,0.03435054
G58,G35,0.045860499
G59,G35,0.03314576
G6,G35,0.01413848
G60,G35,0.06073078
G61,G35,0.017391371
G62,G35,0.024746272
G63,G35,0.047895722
G64,G35,0.069891409
G65,G35,0.036094157
G66,G35,0.020817486
G67,G35,0.020602657
G68,G35,0.064636968
G69,G35,0.043224013
G7,G35,0.029485136
G70,G35,0.07383815
G71,G35,0.068141561
G72,G35,0.014398904
G73,G35,0.049792122
G74,G35,0.028231439
G75,G35,0.0647111
G76,G35,0.040011573
G77,G35,0.051809547
G78,G35,0.031017517
G79,G35,0.024218964
G8,G35,0.038826139
G80,G35,0.028192178
G81,G35,0.029686909
G82,G35,0.126300371
G83,G35,0.022798786
G84,G35,0.032837972
G85,G35,0.046520671
G86,G35,0.034803952
G87,G35,0.016305199
G88,G35,0.057148395
G89,G35,0.030237622
G9,G35,0.045445369
G90,G35,0.025599021
G91,G35,0.020080575
G92,G35,0.024733536
G93,G35,0.035351586
G94,G35,0.024972284
G95,G35,0.024745445
G96,G35,0.015983527
G97,G35,0.033747126
G98,G35,0.043914064
G99,G35,0.049036714
G1,G36,0.036607664
G10,G36,0.033630095
G100,G36,0.036636081
G11,G36,0.091147751
G12,G36,0.202320935
G13,G36,0.026252715
G14,G36,0.017340941
G15,G36,0.050443889
G16,G36,0.030381777
G17,G36,0.028959148
G18,G36,0.052717246
G19,G36,0.029289477
G2,G36,0.054233503
G20,G36,0.093246327
G21,G36,0.108300162
G22,G36,0.029450685
G23,G36,0.016547642
G24,G36,0.035882772
G25,G36,0.034831175
G26,G36,0.035696903
G27,G36,0.042877865
G28,G36,0.038058232
G29,G36,0.040903012
G3,G36,0.066021641
G30,G36,0.019005724
G31,G36,0.033866356
G32,G36,0.042296653
G33,G36,0.034972271
G34,G36,0.026681355
G35,G36,0.020649464
G37,G36,0.036332683
G38,G36,0.038363613
G39,G36,0.032292829
G4,G36,0.035108987
G40,G36,0.038561607
G41,G36,0.028384557
G42,G36,0.027265733
G43,G36,0.019869603
G44,G36,0.022720374
G45,G36,0.020869917
G46,G36,0.035186675
G47,G36,0.017760596
G48,G36,0.037023392
G49,G36,0.095746249
G5,G36,0.016152787
G50,G36,0.014519811
G51,G36,0.077751771
G52,G36,0.02909803
G53,G36,0.114280539
G54,G36,0.069999292
G55,G36,0.041974141
G56,G36,0.032561394
G57,G36,0.029335467
G58,G36,0.01843572
G59,G36,0.032404381
G6,G36,0.037968916
G60,G36,0.027047079
G61,G36,0.026478929
G62,G36,0.030913579
G63,G36,0.042894264
G64,G36,0.030191548
G65,G36,0.027477432
G66,G36,0.033104923
G67,G36,0.038870356
G68,G36,0.085626028
G69,G36,0.036898173
G7,G36,0.029142397
G70,G36,0.065708979
G71,G36,0.058260801
G72,G36,0.036822649
G73,G36,0.053434804
G74,G36,0.031900512
G75,G36,0.015996502
G76,G36,0.020076034
G77,G36,0.031825158
G78,G36,0.032463608
G79,G36,0.032801137
G8,G36,0.047926383
G80,G36,0.023737876
G81,G36,0.031465219
G82,G36,0.05487517
G83,G36,0.131391412
G84,G36,0.025085762
G85,G36,0.037745854
G86,G36,0.03925162
G87,G36,0.027331231
G88,G36,0.024507392
G89,G36,0.05583078
G9,G36,0.052500496
G90,G36,0.030451781
G91,G36,0.024092199
G92,G36,0.033938894
G93,G36,0.025709252
G94,G36,0.023623876
G95,G36,0.018364862
G96,G36,0.030595416
G97,G36,0.036111341
G98,G36,0.098616209
G99,G36,0.083228591
G1,G37,0.038014128
G10,G37,0.078520457
G100,G37,0.064586854
G11,G37,0.025202216
G12,G37,0.084705685
G13,G37,0.021559267
G14,G37,0.018998345
G15,G37,0.138119747
G16,G37,0.021579825
G17,G37,0.015033269
G18,G37,0.023976137
G19,G37,0.015234952
G2,G37,0.015431729
G20,G37,0.037725236
G21,G37,0.216877824
G22,G37,0.02479834
G23,G37,0.016114288
G24,G37,0.018930449
G25,G37,0.0457631
G26,G37,0.052718672
G27,G37,0.01993313
G28,G37,0.029048456
G29,G37,0.078056553
G3,G37,0.020345998
G30,G37,0.025560505
G31,G37,0.148883932
G32,G37,0.016504864
G33,G37,0.017236038
G34,G37,0.012376202
G35,G37,0.023119527
G36,G37,0.007909712
G38,G37,0.125916425
G39,G37,0.028318444
G4,G37,0.021527924
G40,G37,0.010858526
G41,G37,0.020772228
G42,G37,0.02343855
G43,G37,0.0140018
G44,G37,0.017561999
G45,G37,0.036095088
G46,G37,0.035506775
G47,G37,0.044330065
G48,G37,0.054837909
G49,G37,0.012260511
G5,G37,0.0165371
G50,G37,0.013739124
G51,G37,0.039799637
G52,G37,0.019119448
G53,G37,0.078305947
G54,G37,0.019104746
G55,G37,0.046866405
G56,G37,0.012764979
G57,G37,0.016776813
G58,G37,0.017279952
G59,G37,0.024703519
G6,G37,0.038990181
G60,G37,0.027195248
G61,G37,0.013055585
G62,G37,0.025654326
G63,G37,0.142790147
G64,G37,0.01232772
G65,G37,0.007415134
G66,G37,0.021576565
G67,G37,0.012070788
G68,G37,0.020650709
G69,G37,0.214243856
G7,G37,0.024640884
G70,G37,0.049997927
G71,G37,0.098436678
G72,G37,0.011399342
G73,G37,0.02129222
G74,G37,0.057745556
G75,G37,0.009482888
G76,G37,0.013653575
G77,G37,0.012123632
G78,G37,0.012036158
G79,G37,0.021749942
G8,G37,0.023167903
G80,G37,0.052369041
G81,G37,0.013743
G82,G37,0.052509898
G83,G37,0.011113139
G84,G37,0.070405383
G85,G37,0.231768355
G86,G37,0.015080353
G87,G37,0.016953857
G88,G37,0.01814874
G89,G37,0.263062336
G9,G37,0.039892997
G90,G37,0.015802003
G91,G37,0.015403777
G92,G37,0.019919226
G93,G37,0.02090616
G94,G37,0.021871293
G95,G37,0.019638009
G96,G37,0.018764892
G97,G37,0.016894972
G98,G37,0.019299589
G99,G37,0.041750347
G1,G38,0.018598998
G10,G38,0.033286505
G100,G38,0.032917831
G11,G38,0.035329632
G12,G38,0.034593311
G13,G38,0.02908755
G14,G38,0.025307034
G15,G38,0.137885115
G16,G38,0.026023194
G17,G38,0.064733461
G18,G38,0.023611862
G19,G38,0.014243533
G2,G38,0.032433653
G20,G38,0.054652556
G21,G38,0.062323262
G22,G38,0.019022259
G23,G38,0.020524902
G24,G38,0.021705936
G25,G38,0.036214368
G26,G38,0.038684714
G27,G38,0.023204724
G28,G38,0.012427593
G29,G38,0.056926963
G3,G38,0.026759168
G30,G38,0.022063441
G31,G38,0.020217874
G32,G38,0.093858668
G33,G38,0.018412116
G34,G38,0.01672819
G35,G38,0.020993078
G36,G38,0.035468073
G37,G38,0.076990202
G39,G38,0.033550902
G4,G38,0.022405685
G40,G38,0.027533765
G41,G38,0.019674623
G42,G38,0.019544022
G43,G38,0.030994294
G44,G38,0.013496677
G45,G38,0.02848894
G46,G38,0.017455633
G47,G38,0.011139913
G48,G38,0.035081742
G49,G38,0.026080632
G5,G38,0.041336183
G50,G38,0.033036441
G51,G38,0.506717058
G52,G38,0.036845131
G53,G38,0.066198573
G54,G38,0.016461618
G55,G38,0.034899617
G56,G38,0.022829172
G57,G38,0.041598785
G58,G38,0.017283607
G59,G38,0.022144639
G6,G38,0.031194431
G60,G38,0.027525281
G61,G38,0.017219813
G62,G38,0.017201627
G63,G38,0.022411673
G64,G38,0.015759197
G65,G38,0.025151538
G66,G38,0.059862628
G67,G38,0.045033913
G68,G38,0.020900395
G69,G38,0.095666397
G7,G38,0.035480246
G70,G38,0.031451501
G71,G38,0.383618981
G72,G38,0.020680046
G73,G38,0.027276306
G74,G38,0.024205442
G75,G38,0.019966352
G76,G38,0.00802242
G77,G38,0.028598898
G78,G38,0.024730013
G79,G38,0.016660621
G8,G38,0.040755499
G80,G38,0.020521646
G81,G38,0.017092689
G82,G38,0.075744102
G83,G38,0.030190045
G84,G38,0.022827136
G85,G38,0.077104522
G86,G38,0.038425457
G87,G38,0.045371927
G88,G38,0.030659273
G89,G38,0.087713403
G9,G38,0.039353505
G90,G38,0.018385608
G91,G38,0.018236382
G92,G38,0.040085605
G93,G38,0.00939091
G94,G38,0.036900465
G95,G38,0.025069282
G96,G38,0.013389808
G97,G38,0.030073324
G98,G38,0.012639744
G99,G38,0.072227383
G1,G39,0.025000182
G10,G39,0.025123422
G100,G39,0.030562079
G11,G39,0.035137222
G12,G39,0.015691516
G13,G39,0.025035735
G14,G39,0.023550673
G15,G39,0.046281871
G16,G39,0.018904448
G17,G39,0.017031647
G18,G39,0.018653005
G19,G39,0.018676453
G2,G39,0.01464817
G20,G39,1.025122688
G21,G39,0.049389549
G22,G39,0.02415117
G23,G39,0.007298257
G24,G39,0.027420309
G25,G39,0.032124416
G26,G39,0.070485329
G27,G39,0.013598288
G28,G39,0.031201301
G29,G39,0.029507972
G3,G39,0.028279095
G30,G39,0.077764695
G31,G39,0.050202591
G32,G39,0.019522028
G33,G39,0.02318798
G34,G39,0.017045855
G35,G39,0.011639048
G36,G39,0.018490527
G37,G39,0.038382897
G38,G39,0.023508939
G4,G39,0.035293245
G40,G39,0.009394239
G41,G39,0.015203902
G42,G39,0.014329124
G43,G39,0.014600801
G44,G39,0.045090092
G45,G39,0.031734501
G46,G39,0.023522801
G47,G39,0.016526929
G48,G39,0.021568815
G49,G39,0.040601243
G5,G39,0.022808166
G50,G39,0.016241708
G51,G39,0.044187099
G52,G39,0.01519324
G53,G39,0.028660351
G54,G39,0.028393371
G55,G39,0.026739259
G56,G39,0.016034784
G57,G39,0.03346511
G58,G39,0.014003289
G59,G39,0.021720441
G6,G39,0.026605072
G60,G39,0.038333636
G61,G39,0.022079255
G62,G39,0.016462421
G63,G39,0.032306556
G64,G39,0.054180667
G65,G39,0.018915901
G66,G39,0.017064706
G67,G39,0.021710598
G68,G39,0.033170341
G69,G39,0.031507136
G7,G39,0.020876661
G70,G39,0.102683551
G71,G39,0.050433215
G72,G39,0.01318958
G73,G39,0.281723897
G74,G39,0.036716126
G75,G39,0.012241172
G76,G39,0.006897021
G77,G39,0.060466636
G78,G39,0.026752009
G79,G39,0.035857426
G8,G39,0.119628163
G80,G39,0.051237948
G81,G39,0.043723404
G82,G39,0.057198655
G83,G39,0.025153483
G84,G39,0.010442095
G85,G39,0.054588479
G86,G39,0.019406575
G87,G39,0.010854888
G88,G39,0.026860072
G89,G39,0.014105081
G9,G39,0.029573577
G90,G39,0.020686444
G91,G39,0.013717634
G92,G39,0.030165601
G93,G39,0.022185537
G94,G39,0.022697883
G95,G39,0.013915811
G96,G39,0.019498094
G97,G39,0.020205316
G98,G39,0.017146905
G99,G39,0.071851536
G1,G4,0.040230376
G10,G4,0.028088773
G100,G4,0.042391268
G11,G4,0.04381745
G12,G4,0.033965716
G13,G4,0.028545987
G14,G4,0.024565076
G15,G4,0.05588129
G16,G4,0.016529301
G17,G4,0.031071667
G18,G4,0.031707796
G19,G4,0.028881454
G2,G4,0.038068361
G20,G4,0.072652707
G21,G4,0.067685787
G22,G4,0.031539549
G23,G4,0.032090894
G24,G4,0.03559
G25,G4,0.024799718
G26,G4,0.046034683
G27,G4,0.025320382
G28,G4,0.037296838
G29,G4,0.066601015
G3,G4,0.033827971
G30,G4,0.033759513
G31,G4,0.031969093
G32,G4,0.061848691
G33,G4,0.023895264
G34,G4,0.030455869
G35,G4,0.041029409
G36,G4,0.018687693
G37,G4,0.045130691
G38,G4,0.028657427
G39,G4,0.074651848
G40,G4,0.040812371
G41,G4,0.051171456
G42,G4,0.021727459
G43,G4,0.051727365
G44,G4,0.013361361
G45,G4,0.072148767
G46,G4,0.023321921
G47,G4,0.027742234
G48,G4,0.039224645
G49,G4,0.034280886
G5,G4,0.061107979
G50,G4,0.036171162
G51,G4,0.066121687
G52,G4,0.027027537
G53,G4,0.038364467
G54,G4,0.024104551
G55,G4,0.049904194
G56,G4,0.09106173
G57,G4,0.030069756
G58,G4,0.024186923
G59,G4,0.021217555
G6,G4,0.016231371
G60,G4,0.053906594
G61,G4,0.048135323
G62,G4,0.047569471
G63,G4,0.042023335
G64,G4,0.022257906
G65,G4,0.068679166
G66,G4,0.022401504
G67,G4,0.024057029
G68,G4,0.036543568
G69,G4,0.052035423
G7,G4,0.026407244
G70,G4,0.044810074
G71,G4,0.055180504
G72,G4,0.032876823
G73,G4,0.139602335
G74,G4,0.04141593
G75,G4,0.036634135
G76,G4,0.028706416
G77,G4,0.06545801
G78,G4,0.066126182
G79,G4,0.01700548
G8,G4,0.081767972
G80,G4,0.030901101
G81,G4,0.035348203
G82,G4,0.110939862
G83,G4,0.019047439
G84,G4,0.040233776
G85,G4,0.049841328
G86,G4,0.031102463
G87,G4,0.020362593
G88,G4,0.048364872
G89,G4,0.034813348
G9,G4,0.051714089
G90,G4,0.11926808
G91,G4,0.040623962
G92,G4,0.032821863
G93,G4,0.040314506
G94,G4,0.028237125
G95,G4,0.029887861
G96,G4,0.015703176
G97,G4,0.036764547
G98,G4,0.016518203
G99,G4,0.036957293
G1,G40,0.031796748
G10,G40,0.037715484
G100,G40,0.047010729
G11,G40,0.087838836
G12,G40,0.028841203
G13,G40,0.026808525
G14,G40,0.016317575
G15,G40,0.050101706
G16,G40,0.021514826
G17,G40,0.036933765
G18,G40,0.03217971
G19,G40,0.040107124
G2,G40,0.034858617
G20,G40,0.052601751
G21,G40,0.069377419
G22,G40,0.038246892
G23,G40,0.016590654
G24,G40,0.034682186
G25,G40,0.061870766
G26,G40,0.036099961
G27,G40,0.048303453
G28,G40,0.019111642
G29,G40,0.050331353
G3,G40,0.033054651
G30,G40,0.019866305
G31,G40,0.024530223
G32,G40,0.031287691
G33,G40,0.040134938
G34,G40,0.106696714
G35,G40,0.023328944
G36,G40,0.033362159
G37,G40,0.043234349
G38,G40,0.031329305
G39,G40,0.045157929
G4,G40,0.032173375
G41,G40,0.028302883
G42,G40,0.021648642
G43,G40,0.012807111
G44,G40,0.070568688
G45,G40,0.055649587
G46,G40,0.021247756
G47,G40,0.020508392
G48,G40,0.059334347
G49,G40,0.036464251
G5,G40,0.044753857
G50,G40,0.035999825
G51,G40,0.062362783
G52,G40,0.02719156
G53,G40,0.037200792
G54,G40,0.019839228
G55,G40,0.051541953
G56,G40,0.022528877
G57,G40,0.037111831
G58,G40,0.031331004
G59,G40,0.092443873
G6,G40,0.022797648
G60,G40,0.018277866
G61,G40,0.041328377
G62,G40,0.043136538
G63,G40,0.048644077
G64,G40,0.034808113
G65,G40,0.01463678
G66,G40,0.02488059
G67,G40,0.014356741
G68,G40,0.032168384
G69,G40,0.02768686
G7,G40,0.044533521
G70,G40,0.056456578
G71,G40,0.041853506
G72,G40,0.025112749
G73,G40,0.045417273
G74,G40,0.039231185
G75,G40,0.021421917
G76,G40,0.027845829
G77,G40,0.037628566
G78,G40,0.018282179
G79,G40,0.032127742
G8,G40,0.045405712
G80,G40,0.040685674
G81,G40,0.327306405
G82,G40,0.06988865
G83,G40,0.043993645
G84,G40,0.018956302
G85,G40,0.055353194
G86,G40,0.03002249
G87,G40,0.03368743
G88,G40,0.076502006
G89,G40,0.022592733
G9,G40,0.049386178
G90,G40,0.023060324
G91,G40,0.016107495
G92,G40,0.097320163
G93,G40,0.047819769
G94,G40,0.027112816
G95,G40,0.024983841
G96,G40,0.024788523
G97,G40,0.013784708
G98,G40,0.05145134
G99,G40,0.034314619
G1,G41,0.034807487
G10,G41,0.044847917
G100,G41,0.044027903
G11,G41,0.035519381
G12,G41,0.035080539
G13,G41,0.011439148
G14,G41,0.052687733
G15,G41,0.052925305
G16,G41,0.067658293
G17,G41,0.037089271
G18,G41,0.042961404
G19,G41,0.055973234
G2,G41,0.025886832
G20,G41,0.039130282
G21,G41,0.067827182
G22,G41,0.056589364
G23,G41,0.046409577
G24,G41,0.023063568
G25,G41,0.078906804
G26,G41,0.058004046
G27,G41,0.025053759
G28,G41,0.053687601
G29,G41,0.102688589
G3,G41,0.024648641
G30,G41,0.027324611
G31,G41,0.025275864
G32,G41,0.017919734
G33,G41,0.020698263
G34,G41,0.024966525
G35,G41,0.038140177
G36,G41,0.029264544
G37,G41,0.052460019
G38,G41,0.032986303
G39,G41,0.04336909
G4,G41,0.035104909
G40,G41,0.01574053
G42,G41,0.044326123
G43,G41,0.046194942
G44,G41,0.030120174
G45,G41,0.020805119
G46,G41,0.027111859
G47,G41,0.024345569
G48,G41,0.042485184
G49,G41,0.04326787
G5,G41,0.023040382
G50,G41,0.033784071
G51,G41,0.075256601
G52,G41,0.036965578
G53,G41,0.020951973
G54,G41,0.016796407
G55,G41,0.031656783
G56,G41,0.024282577
G57,G41,0.060019319
G58,G41,0.019156968
G59,G41,0.025948236
G6,G41,0.050608327
G60,G41,0.090766503
G61,G41,0.028418885
G62,G41,0.075619418
G63,G41,0.047114325
G64,G41,0.053180188
G65,G41,0.048210322
G66,G41,0.111612822
G67,G41,0.023927574
G68,G41,0.049882917
G69,G41,0.051988453
G7,G41,0.024305338
G70,G41,0.066267239
G71,G41,0.06601489
G72,G41,0.034873778
G73,G41,0.041352911
G74,G41,0.070129902
G75,G41,0.022268552
G76,G41,0.015869531
G77,G41,0.029551402
G78,G41,0.024154544
G79,G41,0.029243289
G8,G41,0.05468308
G80,G41,0.037722057
G81,G41,0.046947389
G82,G41,0.094222124
G83,G41,0.050039853
G84,G41,0.012526416
G85,G41,0.048828681
G86,G41,0.141904711
G87,G41,0.018199724
G88,G41,0.027249284
G89,G41,0.048878818
G9,G41,0.052341705
G90,G41,0.027653372
G91,G41,0.04606664
G92,G41,0.025303356
G93,G41,0.026216442
G94,G41,0.042619348
G95,G41,0.040210466
G96,G41,0.030467592
G97,G41,0.021919595
G98,G41,0.020553768
G99,G41,0.036854191
G1,G42,0.089708153
G10,G42,0.047582266
G100,G42,0.032947099
G11,G42,0.037146064
G12,G42,0.051572035
G13,G42,0.016223918
G14,G42,0.0663765
G15,G42,0.04870623
G16,G42,0.016605559
G17,G42,0.035069656
G18,G42,0.051992709
G19,G42,0.022520627
G2,G42,0.037535076
G20,G42,0.041056883
G21,G42,0.072390421
G22,G42,0.023829527
G23,G42,0.02609244
G24,G42,0.037886336
G25,G42,0.044355033
G26,G42,0.057716002
G27,G42,0.027306134
