source,target,value
G55,G64,0.013625
G32,G16,0.013618
G12,G37,0.013617
G14,G97,0.0136
G26,G43,0.013598
G97,G55,0.013594
G68,G80,0.013585
G91,G28,0.01358
G97,G50,0.013577
G41,G62,0.013577
G55,G29,0.013563
G25,G41,0.013537
G69,G41,0.013532
G34,G28,0.013498
G92,G56,0.013497
G51,G15,0.013465
G67,G14,0.013464
G25,G61,0.013463
G14,G47,0.01346
G52,G35,0.013454
G92,G98,0.013453
G63,G78,0.013447
G40,G35,0.013439
G27,G46,0.013436
G2,G84,0.013434
G4,G73,0.013433
G8,G61,0.013428
G24,G79,0.013421
G71,G41,0.013411
G20,G100,0.01341
G98,G32,0.013391
G89,G86,0.013388
G79,G95,0.013372
G28,G75,0.013366
G34,G56,0.01336
G22,G41,0.01335
G69,G17,0.01335
G92,G58,0.013347
G70,G90,0.013332
G18,G83,0.01333
G98,G40,0.013326
G20,G66,0.013318
G91,G77,0.013313
G26,G80,0.013296
G83,G3,0.013291
G29,G47,0.013285
G44,G13,0.01328
G35,G41,0.01326
G42,G65,0.013254
G58,G67,0.01325
G65,G41,0.013223
G59,G3,0.013222
G10,G85,0.013209
G15,G55,0.013203
G48,G95,0.01319
G92,G97,0.013187
G70,G64,0.013178
G98,G42,0.013177
G65,G72,0.013162
G28,G61,0.013157
G40,G76,0.013157
G7,G50,0.013146
G83,G17,0.013142
G91,G54,0.013138
G3,G69,0.013132
G23,G61,0.013109
G59,G22,0.0131
G7,G16,0.0131
G77,G73,0.013095
G36,G78,0.013089
G38,G37,0.013083
G74,G95,0.013069
G17,G26,0.013065
G85,G97,0.013056
G56,G35,0.013053
G65,G44,0.013051
G83,G87,0.013044
G72,G86,0.013034
G21,G87,0.013027
G25,G83,0.013027
G55,G45,0.013022
G1,G55,0.013016
G41,G96,0.013015
G94,G43,0.013015
G97,G27,0.012994
G96,G93,0.012988
G43,G28,0.012986
G78,G97,0.012967
G61,G34,0.012945
G48,G6,0.012943
G5,G79,0.012939
G24,G69,0.012936
G21,G28,0.012886
G23,G35,0.012879
G84,G37,0.012874
G28,G5,0.012869
G29,G85,0.012868
G1,G2,0.012853
G76,G1,0.012851
G41,G5,0.012841
G83,G84,0.012836
G28,G58,0.012835
G4,G18,0.012822
G21,G6,0.012821
G87,G95,0.012819
G62,G41,0.012802
G56,G79,0.012796
G19,G98,0.012793
G33,G36,0.012772
G68,G91,0.012753
G79,G86,0.012749
G47,G87,0.012745
G75,G46,0.012743
G54,G21,0.012726
G4,G60,0.012725
G37,G31,0.012721
G9,G21,0.01271
G51,G17,0.01271
G37,G10,0.012707
G13,G91,0.012704
G18,G60,0.0127
G17,G96,0.012698
G66,G35,0.012663
G6,G41,0.012661
G77,G90,0.012661
G58,G72,0.012654
G15,G75,0.012652
G21,G75,0.01265
G24,G86,0.012649
G59,G75,0.012649
G28,G37,0.012648
G76,G19,0.012646
G73,G14,0.012644
G21,G1,0.012644
G27,G40,0.012642
G89,G85,0.012638
G25,G30,0.012616
G99,G22,0.012602
G66,G16,0.012601
G90,G32,0.012595
G62,G24,0.012568
G18,G93,0.012552
G100,G91,0.012552
G1,G10,0.012539
G64,G22,0.012538
G87,G30,0.012532
G77,G22,0.012522
G64,G27,0.012521
G53,G6,0.012512
G87,G70,0.012503
G84,G44,0.012497
G85,G53,0.012488
G50,G7,0.012487
G11,G90,0.012483
G5,G62,0.012468
G32,G55,0.012467
G15,G72,0.012453
G61,G19,0.012448
G44,G39,0.012446
G63,G89,0.012444
G93,G7,0.012431
G44,G40,0.012428
G25,G33,0.012425
G80,G84,0.012424
G24,G47,0.012419
G66,G80,0.012401
G78,G13,0.012396
G33,G84,0.012388
G78,G36,0.012384
G33,G87,0.012383
G38,G66,0.01238
G59,G6,0.012371
G78,G25,0.012367
G48,G64,0.012367
G9,G93,0.012364
G2,G71,0.012361
G54,G2,0.012356
G28,G22,0.012351
G23,G26,0.01235
G90,G76,0.012346
G9,G88,0.012342
G72,G34,0.012338
G59,G50,0.012334
G72,G56,0.012329
G89,G61,0.012328
G67,G61,0.012327
G55,G59,0.012321
G54,G19,0.012308
G46,G64,0.012301
G62,G46,0.012292
G66,G77,0.012267
G3,G19,0.012266
G57,G23,0.012264
G14,G35,0.012264
G4,G84,0.012247
G3,G30,0.012244
G15,G54,0.012235
G68,G57,0.012231
G13,G75,0.012195
G9,G65,0.012194
G88,G66,0.012183
G7,G35,0.012182
G99,G68,0.012181
G26,G61,0.012157
G45,G5,0.012157
G75,G4,0.012153
G80,G4,0.012151
G28,G65,0.01215
G69,G84,0.012149
G49,G88,0.012146
G61,G56,0.012144
G6,G77,0.012142
G91,G4,0.012116
G50,G31,0.012115
G48,G46,0.012106
G93,G43,0.012098
G49,G53,0.012096
G20,G34,0.01208
G29,G89,0.012059
G100,G25,0.012046
G30,G43,0.012043
G64,G19,0.012022
G36,G88,0.012018
G16,G100,0.012016
G38,G73,0.012015
G92,G60,0.012013
G33,G24,0.012008
G35,G64,0.012003
G80,G37,0.011998
G55,G97,0.011996
G18,G79,0.011992
G90,G78,0.011988
G100,G96,0.011987
G54,G79,0.011985
G22,G46,0.011982
G71,G93,0.011982
G96,G91,0.011981
G41,G95,0.011952
G20,G69,0.011947
G98,G47,0.01193
G55,G85,0.011927
G95,G32,0.011924
G22,G21,0.011922
G15,G41,0.011922
G85,G46,0.011922
G8,G87,0.011921
G25,G84,0.011912
G81,G86,0.011892
G70,G49,0.011888
G23,G79,0.011883
G36,G53,0.011879
G21,G2,0.011875
G53,G14,0.011853
G54,G76,0.011852
G73,G96,0.011848
G88,G73,0.011841
G6,G63,0.011832
G87,G72,0.011828
G91,G59,0.011823
G58,G33,0.011817
G18,G2,0.011817
G3,G87,0.011812
G72,G79,0.01181
G49,G61,0.011809
G65,G6,0.011805
G36,G60,0.011802
G94,G47,0.011801
G91,G56,0.011798
G90,G72,0.011796
G59,G28,0.011791
G30,G44,0.01179
G67,G100,0.011789
G53,G45,0.011783
G19,G40,0.011782
G37,G3,0.011772
G44,G5,0.011769
G83,G96,0.011757
G62,G84,0.011752
G2,G40,0.011744
G65,G32,0.011739
G68,G35,0.011738
G28,G89,0.011734
G53,G86,0.011731
G98,G5,0.011729
G96,G28,0.011728
G37,G47,0.011722
G33,G76,0.011719
G15,G76,0.011709
G27,G87,0.011708
G93,G28,0.011706
G28,G78,0.011705
G69,G95,0.011702
G3,G45,0.011699
G38,G14,0.011696
G30,G86,0.011693
G11,G44,0.011689
G46,G75,0.011668
G58,G77,0.011667
G30,G3,0.011661
G35,G58,0.011654
G58,G61,0.011652
G60,G35,0.011646
G34,G58,0.011643
G77,G41,0.011639
G78,G1,0.011637
G16,G12,0.011636
G96,G54,0.011632
G16,G21,0.01163
G54,G14,0.011629
G32,G95,0.011623
G15,G61,0.011623
G97,G35,0.011611
G79,G32,0.011596
G79,G69,0.011594
G50,G12,0.011593
G13,G28,0.011593
G38,G43,0.011592
G76,G57,0.011592
G73,G92,0.01159
G93,G13,0.011587
G50,G67,0.011584
G64,G14,0.011582
G33,G1,0.011574
G33,G34,0.011573
G30,G100,0.011572
G45,G75,0.011564
G83,G14,0.011562
G8,G56,0.011557
G41,G35,0.011554
G78,G73,0.011551
G34,G33,0.011544
G71,G25,0.011543
G81,G83,0.01154
G68,G87,0.01154
G81,G92,0.011525
G38,G72,0.01152
G25,G37,0.011517
G45,G29,0.011511
G65,G86,0.011511
G73,G12,0.011507
G97,G76,0.011504
G32,G87,0.011492
G93,G5,0.011489
G10,G75,0.011471
G50,G57,0.011469
G9,G14,0.011467
G13,G31,0.011465
G29,G11,0.011458
G86,G44,0.011444
G28,G80,0.011443
G11,G15,0.011443
G70,G9,0.011431
G29,G23,0.011419
G21,G59,0.011417
G34,G83,0.011412
G38,G5,0.011408
G19,G25,0.011407
G32,G88,0.011405
G65,G35,0.011403
G30,G45,0.011392
G75,G27,0.011389
G100,G72,0.011379
G2,G47,0.011378
G42,G80,0.011374
G35,G84,0.011366
G53,G28,0.011365
G27,G76,0.01136
G96,G23,0.01136
G80,G24,0.01134
G90,G28,0.011333
G62,G10,0.011333
G18,G70,0.011328
G91,G17,0.011321
G61,G6,0.011317
G60,G86,0.011316
G66,G44,0.01131
G47,G61,0.011309
G36,G97,0.011305
G45,G79,0.011303
G97,G14,0.011301
G46,G35,0.011299
G90,G3,0.011299
G3,G100,0.011294
G16,G81,0.011294
G52,G1,0.011294
G24,G80,0.011291
G86,G91,0.01129
G52,G44,0.011278
G96,G84,0.011268
G6,G1,0.011263
G1,G76,0.011255
G1,G33,0.011249
G39,G99,0.011249
G27,G26,0.011246
G40,G19,0.011246
G68,G75,0.011245
G69,G1,0.011244
G21,G40,0.011241
G37,G87,0.01124
G49,G93,0.01123
G5,G94,0.011214
G43,G41,0.011194
G63,G40,0.011188
G85,G74,0.011182
G29,G78,0.01118
G73,G87,0.011178
G2,G45,0.011178
G89,G41,0.011165
G64,G83,0.011151
G65,G42,0.011146
G21,G38,0.011142
G56,G65,0.011141
G18,G75,0.011141
G34,G84,0.011109
G93,G61,0.011103
G23,G11,0.011103
G94,G79,0.011099
G41,G56,0.011098
G7,G55,0.011096
G97,G84,0.011094
G67,G95,0.011091
G18,G58,0.011089
G10,G41,0.011088
G35,G97,0.011078
G11,G54,0.011076
G34,G78,0.011071
G67,G77,0.011068
G14,G61,0.011067
G60,G8,0.011064
G37,G13,0.01106
G57,G18,0.01105
G46,G45,0.011048
G6,G49,0.011046
G56,G61,0.011042
G93,G33,0.01104
G96,G61,0.011037
G16,G17,0.011028
G89,G90,0.011026
G14,G49,0.011024
G93,G45,0.011022
G62,G5,0.011019
G22,G76,0.011018
G34,G46,0.011012
G86,G24,0.010996
G69,G43,0.010993
G30,G31,0.010989
G1,G40,0.010988
G39,G8,0.010981
G66,G22,0.010979
G4,G35,0.010978
G40,G61,0.010978
G56,G27,0.010975
G57,G5,0.010962
G97,G11,0.010961
G14,G50,0.010954
G95,G41,0.010953
G67,G30,0.010952
G56,G87,0.010947
G63,G31,0.010942
G56,G54,0.010939
G97,G81,0.010935
G52,G58,0.010929
G95,G87,0.010929
G5,G58,0.010926
G72,G6,0.010926
G13,G78,0.010916
G50,G1,0.010912
G2,G57,0.010904
G53,G43,0.010898
G39,G2,0.010889
G1,G61,0.010886
G37,G80,0.010881
G64,G79,0.010878
G48,G57,0.010877
G35,G52,0.01087
G78,G59,0.010863
G87,G47,0.01086
G6,G89,0.010851
G44,G86,0.01085
G21,G4,0.010848
G82,G77,0.010839
G74,G49,0.010838
G27,G67,0.010835
G65,G46,0.010834
G48,G85,0.010828
G23,G4,0.010827
G3,G47,0.010824
G72,G14,0.010822
G86,G28,0.010822
G62,G59,0.010821
G56,G91,0.010819
G74,G4,0.010819
G7,G19,0.010818
G89,G1,0.01081
G42,G44,0.010798
G70,G41,0.010797
G57,G40,0.010795
G5,G23,0.010794
G38,G53,0.010793
G72,G95,0.010789
G67,G42,0.010787
G64,G77,0.010786
G18,G17,0.010785
G45,G58,0.010782
G72,G19,0.010766
G69,G23,0.010765
G94,G1,0.010764
G95,G65,0.010762
G2,G19,0.010762
G46,G78,0.01076
G54,G40,0.010756
G65,G95,0.010754
G74,G27,0.01075
G94,G41,0.01075
G95,G33,0.010746
G22,G17,0.010729
G48,G14,0.010728
G23,G84,0.010727
G15,G65,0.010725
G89,G46,0.010721
G62,G1,0.010719
G75,G61,0.010715
G58,G54,0.010711
G62,G83,0.01071
G1,G64,0.010706
G66,G18,0.010694
G56,G18,0.010688
G13,G54,0.010676
G61,G55,0.010674
G57,G50,0.010673
G76,G54,0.010671
G88,G65,0.01067
G95,G60,0.010662
G73,G47,0.010661
G26,G90,0.010652
G34,G5,0.010641
G60,G100,0.010639
G47,G50,0.010636
G83,G47,0.010636
G27,G59,0.010629
G64,G55,0.010628
G29,G14,0.010626
G59,G10,0.010618
G90,G79,0.010617
G60,G96,0.010617
G79,G5,0.010613
G2,G77,0.010613
G18,G86,0.010606
G94,G80,0.010602
G21,G93,0.010599
G39,G6,0.010598
G23,G41,0.010593
G22,G40,0.010591
G61,G89,0.010591
G72,G25,0.010589
G52,G65,0.010588
G94,G23,0.010585
G50,G60,0.010583
G86,G79,0.010582
G3,G43,0.010578
G18,G84,0.010578
G63,G44,0.010576
G96,G30,0.010574
G28,G62,0.010563
G91,G97,0.01056
G60,G83,0.010555
G16,G44,0.010554
G19,G54,0.010547
G72,G22,0.010533
G21,G78,0.010532
G22,G56,0.01053
G23,G46,0.010526
G31,G46,0.010523
G24,G12,0.010523
G26,G75,0.010522
G91,G96,0.010522
G43,G91,0.010518
G64,G97,0.0105
G93,G35,0.010495
G74,G65,0.010491
G4,G100,0.010486
G49,G23,0.010485
G65,G61,0.010483
G45,G6,0.010481
G6,G52,0.010461
G48,G38,0.010452
G9,G67,0.010451
G60,G93,0.010443
G52,G27,0.010443
G74,G61,0.010442
G18,G59,0.010441
G89,G4,0.010439
G21,G84,0.010426
G79,G24,0.010416
G23,G36,0.01041
G12,G98,0.01041
G79,G36,0.010405
G47,G2,0.010403
G83,G100,0.010402
G79,G75,0.010399
G49,G13,0.010397
G88,G32,0.010394
G7,G23,0.010394
G48,G76,0.010391
G23,G32,0.010389
G55,G5,0.010377
G44,G14,0.010372
G6,G92,0.010365
G50,G6,0.01036
G69,G16,0.010354
G60,G65,0.010352
G66,G84,0.01035
G41,G16,0.01035
G27,G81,0.010347
G74,G94,0.010345
G31,G35,0.010338
G75,G67,0.010332
G18,G89,0.010331
G36,G86,0.010327
G47,G33,0.010315
G90,G61,0.01031
G89,G87,0.010308
G72,G42,0.010307
G26,G41,0.010306
G57,G27,0.010295
G14,G60,0.010281
G25,G46,0.010275
G11,G29,0.010273
G26,G55,0.010271
G75,G58,0.010266
G40,G57,0.01025
G75,G73,0.010248
G98,G29,0.010244
G83,G38,0.010238
G78,G79,0.010222
G7,G59,0.010218
G69,G14,0.010214
G46,G3,0.010202
G44,G11,0.010199
G11,G50,0.010198
G47,G80,0.010191
G78,G24,0.010191
G7,G46,0.01019
G82,G65,0.010188
G39,G1,0.010187
G86,G35,0.010181
G42,G11,0.010179
G88,G42,0.010174
G1,G50,0.010172
G67,G75,0.010172
G79,G50,0.010171
G63,G1,0.010162
G4,G66,0.01016
G93,G14,0.010152
G59,G34,0.010148
G6,G96,0.01014
G26,G33,0.010128
G14,G62,0.010127
G59,G95,0.010124
G57,G98,0.010124
G16,G89,0.010114
G65,G27,0.010108
G48,G10,0.010105
G66,G97,0.010104
G77,G32,0.010103
G55,G19,0.010097
G69,G28,0.010095
G30,G19,0.010094
G40,G91,0.010093
G45,G10,0.01008
G13,G24,0.010079
G56,G73,0.010078
G76,G83,0.010073
G86,G46,0.010072
G1,G19,0.010067
G37,G46,0.010067
G5,G28,0.010066
G100,G36,0.010065
G22,G54,0.010061
G40,G66,0.010055
G10,G91,0.010047
G66,G89,0.010046
G42,G73,0.010044
G37,G98,0.010043
G41,G19,0.010042
G80,G91,0.010027
G30,G78,0.010022
G14,G34,0.010015
G74,G92,0.010014
G8,G43,0.010013
G2,G58,0.010005
G12,G33,0.010003
G29,G79,0.010001
G4,G86,0.009998
G19,G95,0.009998
G37,G35,0.009997
G96,G42,0.009995
G13,G44,0.009992
G13,G66,0.009989
G4,G93,0.009981
G20,G54,0.009976
G78,G28,0.009974
G31,G1,0.009972
G52,G75,0.009964
G64,G60,0.009956
G85,G50,0.009955
G17,G27,0.009952
G20,G75,0.009951
G81,G84,0.00995
G51,G23,0.009943
G21,G16,0.009941
G53,G89,0.009938
G5,G42,0.009938
G42,G35,0.009934
G42,G14,0.009933
G100,G28,0.009928
G47,G49,0.009928
G44,G31,0.009922
G29,G3,0.009921
G31,G17,0.009919
G62,G75,0.009914
G5,G45,0.009907
G24,G75,0.009905
G23,G19,0.009897
G93,G96,0.009896
G26,G56,0.009895
G20,G16,0.009892
G11,G3,0.009886
G82,G27,0.009884
G11,G61,0.00988
G81,G87,0.009876
G83,G41,0.009875
G66,G65,0.009874
G36,G96,0.009868
G42,G2,0.009865
G53,G42,0.00986
G80,G51,0.009851
G2,G14,0.009851
G22,G59,0.009847
G2,G42,0.009846
G15,G32,0.009841
G58,G11,0.009838
G45,G15,0.00983
G49,G84,0.009829
G43,G30,0.009827
G73,G13,0.009825
G12,G27,0.00982
G21,G19,0.009814
G55,G86,0.009812
G31,G58,0.00981
G85,G95,0.009803
G21,G80,0.009802
G41,G81,0.009798
G37,G96,0.009797
G56,G30,0.009796
G60,G2,0.009795
G10,G76,0.009793
G66,G21,0.009793
G88,G84,0.009792
G2,G60,0.009791
G61,G47,0.009788
G97,G22,0.009787
G98,G19,0.009785
G38,G85,0.009776
G69,G21,0.009775
G30,G98,0.009775
G27,G65,0.009771
G60,G61,0.009764
G34,G90,0.009763
G28,G36,0.009757
G86,G27,0.009756
G17,G42,0.009753
G63,G28,0.009751
G78,G56,0.009738
G33,G75,0.009738
G45,G95,0.009737
G48,G29,0.009729
G1,G8,0.009728
G5,G1,0.009728
G29,G69,0.009728
G52,G6,0.00972
G81,G90,0.009716
G89,G84,0.009714
G56,G97,0.009714
G12,G42,0.00971
G99,G65,0.009705
G11,G19,0.009694
G46,G40,0.009687
G47,G59,0.009687
G7,G12,0.009684
G61,G91,0.009684
G33,G90,0.009683
G95,G47,0.009681
G36,G24,0.009677
G8,G75,0.009673
G55,G61,0.00966
G100,G62,0.009658
G100,G87,0.009656
G41,G6,0.009654
G31,G84,0.009649
G70,G65,0.009646
G66,G91,0.009645
G56,G19,0.009643
G83,G28,0.009637
G15,G12,0.009634
G66,G1,0.009632
G98,G41,0.009632
G76,G87,0.00963
G100,G12,0.009628
G58,G87,0.00962
G48,G60,0.009618
G28,G83,0.009617
G93,G100,0.009614
G41,G27,0.009605
G13,G50,0.009603
G81,G60,0.009601
G9,G84,0.009598
G98,G62,0.009597
G15,G58,0.009596
G20,G58,0.009591
G24,G60,0.009589
G4,G28,0.009588
G79,G54,0.009586
G85,G87,0.009582
G83,G24,0.009574
G81,G57,0.009573
G99,G91,0.009571
G62,G27,0.009571
G54,G89,0.009569
G29,G97,0.009567
G73,G60,0.009567
G13,G27,0.009566
G72,G41,0.009565
G43,G96,0.009565
G66,G27,0.009562
G96,G72,0.00956
G81,G3,0.009558
G23,G65,0.009554
G39,G58,0.009553
G62,G61,0.009551
G4,G3,0.00955
G90,G97,0.00955
G13,G86,0.009545
G26,G97,0.009534
G16,G87,0.009534
G7,G60,0.009531
G86,G54,0.009521
G12,G28,0.009521
G7,G77,0.009521
G99,G27,0.009519
G9,G99,0.009519
G44,G16,0.009519
G9,G51,0.009506
G44,G58,0.009506
G76,G89,0.009503
G51,G22,0.009502
G28,G43,0.009497
G100,G14,0.009496
G51,G84,0.009494
G60,G14,0.009492
G95,G29,0.009486
G5,G80,0.009482
G18,G27,0.00948
G14,G83,0.009477
G87,G27,0.009473
G5,G97,0.009472
G82,G22,0.009471
G4,G61,0.009468
G42,G87,0.009466
G26,G35,0.009466
G20,G89,0.009466
G4,G97,0.009466
G66,G62,0.009459
G23,G2,0.00945
G96,G6,0.009449
G94,G93,0.009443
G15,G95,0.009433
G82,G24,0.009429
G54,G56,0.009429
G19,G93,0.009427
G46,G58,0.009426
G88,G33,0.009426
G6,G50,0.009425
G22,G83,0.009402
G48,G37,0.009399
G56,G40,0.009398
G44,G64,0.009392
G65,G79,0.00938
G4,G5,0.009379
G40,G54,0.009379
G1,G84,0.009377
G62,G15,0.009373
G55,G23,0.009368
G53,G5,0.009364
G65,G53,0.009364
G3,G36,0.009362
G51,G19,0.009358
G65,G90,0.009357
G99,G75,0.00935
G28,G1,0.009347
G40,G93,0.009346
G27,G6,0.009343
G96,G47,0.009342
G63,G93,0.009339
G22,G10,0.009339
G72,G55,0.009332
G1,G79,0.009328
G87,G89,0.00932
G43,G84,0.009318
G52,G60,0.009315
G75,G92,0.009314
G7,G40,0.009309
G12,G69,0.009306
G6,G60,0.009305
G73,G3,0.009302
G16,G72,0.009301
G48,G80,0.009298
G94,G17,0.00929
G99,G20,0.009283
G13,G12,0.009281
G98,G87,0.009278
G99,G32,0.009275
G77,G46,0.009275
G65,G5,0.009274
G49,G54,0.009273
G74,G79,0.009267
G12,G10,0.009265
G64,G16,0.009265
G54,G96,0.009265
G30,G97,0.009257
G17,G40,0.009257
G65,G31,0.009256
G62,G31,0.009254
G24,G97,0.009253
G87,G84,0.009248
G1,G47,0.009247
G70,G77,0.009241
G90,G94,0.009236
G40,G96,0.009232
G81,G44,0.009227
G41,G98,0.009226
G36,G79,0.009223
G40,G5,0.009221
G87,G93,0.009221
G72,G40,0.009217
G19,G4,0.00921
G66,G47,0.009208
G61,G87,0.009207
G52,G56,0.009203
G57,G79,0.009201
G96,G19,0.009199
G83,G5,0.009183
G4,G95,0.009179
G15,G1,0.009177
G5,G17,0.009167
G19,G61,0.00916
G64,G52,0.00916
G37,G40,0.009156
G88,G93,0.009155
G40,G62,0.009155
G43,G4,0.009151
G21,G33,0.009148
G25,G40,0.009147
G89,G23,0.009146
G25,G78,0.009145
G64,G65,0.009142
G24,G42,0.009141
G9,G17,0.009141
G49,G80,0.009136
G40,G18,0.009135
G87,G19,0.009134
G79,G23,0.009133
G56,G67,0.009126
G60,G10,0.009122
G13,G16,0.009115
G40,G27,0.009113
G30,G50,0.00911
G73,G78,0.009108
G54,G66,0.009105
G9,G77,0.009097
G80,G5,0.009094
G72,G30,0.009088
G55,G65,0.009087
G10,G14,0.009086
G64,G94,0.009081
G18,G4,0.009075
G74,G86,0.009075
G71,G26,0.009074
G54,G68,0.009071
G31,G54,0.00907
G94,G32,0.009061
G39,G74,0.00906
G79,G1,0.009059
G30,G9,0.00905
G14,G16,0.009049
G79,G94,0.009048
G22,G3,0.009048
G37,G50,0.009047
G30,G84,0.009045
G59,G47,0.009044
G46,G62,0.009042
G52,G84,0.009038
G12,G85,0.009034
G61,G66,0.009033
G2,G95,0.009032
G76,G33,0.009027
G55,G40,0.009024
G17,G87,0.009019
G67,G41,0.00901
G87,G2,0.009007
G25,G75,0.009002
G100,G67,0.009
G100,G66,0.008999
G76,G52,0.008995
G67,G78,0.008995
G29,G54,0.008988
G80,G19,0.008985
G33,G35,0.008984
G71,G96,0.008979
G63,G85,0.008978
G32,G6,0.008971
G91,G67,0.00897
G77,G3,0.008968
G45,G77,0.008967
G82,G13,0.008965
G78,G95,0.008964
G9,G79,0.00896
G62,G40,0.008959
G50,G65,0.008958
G12,G50,0.008952
G53,G61,0.008951
G23,G87,0.008939
G54,G12,0.008933
G38,G77,0.008932
G91,G98,0.008931
G10,G62,0.008927
G42,G98,0.008922
G88,G79,0.008918
G7,G93,0.008916
G45,G50,0.008913
G9,G49,0.008908
G72,G50,0.008907
G69,G94,0.008907
G12,G67,0.008904
G81,G78,0.008901
G100,G53,0.0089
G60,G23,0.008899
G58,G40,0.008898
G17,G16,0.008895
G12,G78,0.008892
G84,G57,0.00889
G16,G74,0.008888
G42,G27,0.008887
G44,G75,0.008887
G34,G19,0.008882
G29,G18,0.008879
G72,G76,0.008872
G61,G57,0.008867
G55,G74,0.008867
G41,G92,0.008863
G83,G49,0.008862
G42,G23,0.008858
G45,G46,0.008858
G16,G28,0.008857
G10,G18,0.008857
G84,G97,0.008856
G76,G43,0.008851
G73,G90,0.00885
G24,G14,0.008845
G20,G2,0.008842
G68,G54,0.008841
G91,G33,0.008827
G81,G20,0.008826
G45,G91,0.00882
G76,G35,0.008818
G19,G69,0.008812
G10,G50,0.00881
G77,G40,0.00881
G24,G5,0.008808
G77,G6,0.008806
G1,G12,0.008802
G16,G36,0.008802
G64,G70,0.008801
G47,G76,0.008799
G65,G64,0.008797
G79,G18,0.008797
G95,G38,0.008796
G63,G19,0.008794
G56,G41,0.008792
G25,G95,0.008792
G75,G62,0.008792
G86,G2,0.00879
G77,G52,0.008789
G79,G72,0.008786
G94,G38,0.008785
G84,G87,0.008776
G70,G46,0.008775
G57,G51,0.008771
G80,G68,0.008768
G16,G33,0.008767
G43,G67,0.008766
G6,G20,0.008764
G58,G2,0.008764
G100,G41,0.008758
G62,G34,0.008755
G99,G78,0.00875
G31,G80,0.00875
G2,G4,0.00875
G69,G36,0.008749
G67,G58,0.008742
G56,G62,0.008738
G54,G62,0.008737
G89,G47,0.008728
G13,G2,0.008721
G17,G33,0.008709
G69,G79,0.008709
G46,G27,0.008706
G65,G98,0.008705
G60,G50,0.008704
G42,G79,0.008702
G42,G91,0.008693
G54,G36,0.008693
G59,G98,0.008693
G38,G27,0.008692
G99,G41,0.008691
G16,G30,0.00869
G54,G43,0.008685
G17,G65,0.008679
G83,G86,0.008678
G43,G24,0.008676
G61,G27,0.008675
G30,G61,0.008674
G22,G4,0.008674
G19,G17,0.008668
G84,G33,0.008668
G20,G73,0.008659
G87,G67,0.008651
G46,G95,0.008651
G24,G41,0.008643
G15,G73,0.00864
G32,G61,0.008634
G4,G19,0.008629
G13,G65,0.008628
G50,G41,0.008623
G48,G58,0.008622
G72,G15,0.008617
G95,G35,0.008615
G11,G96,0.008607
G100,G58,0.008605
G4,G65,0.008605
G85,G40,0.008601
G76,G47,0.008601
G13,G76,0.008598
G16,G35,0.008589
G75,G65,0.008587
G80,G43,0.008586
G39,G100,0.008581
G38,G54,0.008578
G80,G100,0.008577
G55,G93,0.008577
G43,G22,0.008576
G90,G26,0.008576
G21,G61,0.008575
G85,G2,0.008574
G16,G95,0.008569
G77,G91,0.008569
G21,G44,0.008567
G96,G60,0.008567
G90,G59,0.008564
G69,G97,0.008561
G21,G53,0.008559
G61,G62,0.008559
G100,G38,0.008555
G59,G2,0.008555
G90,G77,0.008554
G23,G88,0.008553
G59,G1,0.008551
G69,G87,0.008551
G16,G77,0.008548
G14,G5,0.008547
G20,G50,0.008537
G34,G59,0.008533
G33,G79,0.008532
G88,G9,0.008531
G23,G24,0.008528
G64,G13,0.008527
G24,G66,0.008522
G17,G35,0.008521
G62,G96,0.00852
G94,G78,0.008519
G10,G61,0.008518
G3,G50,0.008518
G65,G34,0.008517
G6,G36,0.008512
G38,G86,0.008505
G74,G78,0.008499
G41,G22,0.008497
G71,G36,0.008495
G4,G43,0.008492
G24,G7,0.008489
G30,G6,0.008486
G97,G16,0.008484
G73,G10,0.008483
G45,G65,0.008479
G92,G5,0.008477
G40,G2,0.008477
G53,G17,0.008476
G47,G40,0.008476
G29,G30,0.008476
G91,G44,0.008468
G53,G32,0.008467
G3,G96,0.008464
G96,G62,0.008463
G73,G50,0.008463
G84,G23,0.008463
G14,G56,0.008462
G58,G50,0.008461
G23,G47,0.008459
G74,G84,0.008458
G30,G34,0.008458
G34,G18,0.008458
G43,G80,0.008457
G24,G40,0.008457
G99,G77,0.008449
G5,G77,0.008448
G97,G25,0.008447
G56,G33,0.008446
G11,G42,0.008437
G9,G3,0.008437
G92,G91,0.008433
G17,G41,0.008427
G82,G45,0.008425
G46,G67,0.008422
G84,G2,0.00842
G66,G73,0.008417
G53,G79,0.008416
G78,G55,0.008415
G65,G12,0.008414
G18,G91,0.008413
G29,G38,0.008413
G40,G95,0.008399
G60,G6,0.008398
G54,G83,0.008393
G89,G64,0.008373
G64,G63,0.008369
G32,G58,0.008368
G60,G36,0.008367
G54,G93,0.008366
G46,G22,0.00836
G67,G16,0.008358
G19,G62,0.008357
G99,G19,0.008356
G83,G40,0.008356
G73,G54,0.008356
G87,G28,0.008352
G35,G18,0.00835
G25,G48,0.008349
G70,G79,0.008349
G58,G16,0.008348
G60,G76,0.008346
G19,G41,0.008343
G55,G79,0.008338
G79,G41,0.008337
G54,G23,0.008335
G39,G84,0.008334
G5,G15,0.008332
G99,G54,0.008332
G71,G48,0.00833
G10,G32,0.00833
G8,G69,0.008329
G89,G28,0.008327
G99,G84,0.008326
